scenario,year,co2_ppm,total_effective_forcing_wm2,anthropogenic_effective_forcing_wm2,rcmip_co2_effective_forcing_wm2
ssp126,2193,403.505,2.39052387,2.44410227,2.1220882
ssp126,2194,403.473996,2.38754843,2.44306036,2.12164544
ssp126,2195,403.438001,2.39485239,2.44194803,2.12113149
ssp126,2196,403.399,2.42337043,2.44078685,2.12057475
ssp126,2197,403.355995,2.4532279,2.43957311,2.11996086
ssp126,2198,403.309998,2.46958477,2.43831345,2.11930429
ssp126,2199,403.261996,2.46078543,2.43702586,2.1186191
ssp126,2200,403.210996,2.44488381,2.43569305,2.11789114
ssp126,2201,403.158002,2.41807053,2.43433232,2.11713468
ssp126,2202,403.103002,2.4062931,2.43294051,2.11634958
ssp126,2203,403.046,2.39652514,2.43152045,2.11553585
ssp126,2204,402.988004,2.38126734,2.43008565,2.11470786
ssp126,2205,402.928006,2.37473557,2.42861969,2.11385128
ssp126,2206,402.865995,2.36718464,2.42712798,2.11296581
ssp126,2207,402.803996,2.37177624,2.42563095,2.11208053
ssp126,2208,402.739998,2.38858137,2.42410824,2.11116658
ssp126,2209,402.676,2.40743483,2.42258189,2.11025258
ssp126,2210,402.609993,2.42125538,2.42102696,2.10930978
ssp126,2211,402.544001,2.41982063,2.41946891,2.10836715
ssp126,2212,402.477,2.41628959,2.41789926,2.10740994
ssp126,2213,402.409002,2.39922982,2.4163116,2.10643843
ssp126,2214,402.341003,2.3890197,2.41472092,2.10546685
ssp126,2215,402.272001,2.36438482,2.41311848,2.10448076
ssp126,2216,402.202003,2.34963725,2.41149885,2.10348038
ssp126,2217,402.131999,2.34686943,2.40987797,2.10247978
ssp126,2218,402.061999,2.34761845,2.40825694,2.10147913
ssp126,2219,401.991,2.36381389,2.40662117,2.10046407
ssp126,2220,401.919998,2.3897835,2.40498212,2.0994489
ssp126,2221,401.847997,2.40880351,2.40333111,2.09841926
ssp126,2222,401.775996,2.43708101,2.40167678,2.09738953
ssp126,2223,401.703997,2.42257882,2.40002113,2.09635972
ssp126,2224,401.632004,2.39850502,2.39836315,2.0953299
ssp126,2225,401.558998,2.37752927,2.39669204,2.09428541
ssp126,2226,401.486003,2.35219659,2.39502062,2.09324094
ssp126,2227,401.412992,2.34448208,2.3933446,2.09219617
ssp126,2228,401.339999,2.33300052,2.39166831,2.09115152
ssp126,2229,401.266996,2.34181422,2.38999113,2.09010659
ssp126,2230,401.192998,2.36523166,2.38829825,2.08904728
ssp126,2231,401.119998,2.38023408,2.3866183,2.08800213
ssp126,2232,401.046,2.38253354,2.38492255,2.08694256
ssp126,2233,400.971995,2.39042758,2.38322677,2.08588274
ssp126,2234,400.897997,2.37677476,2.38152648,2.08482293
ssp126,2235,400.825005,2.36453034,2.37984178,2.08377736
ssp126,2236,400.750999,2.33935907,2.378139,2.08271718
ssp126,2237,400.676997,2.32832025,2.37643814,2.08165685
ssp126,2238,400.603004,2.32063879,2.37473281,2.08059658
ssp126,2239,400.528999,2.32032219,2.37302634,2.07953599
ssp126,2240,400.454002,2.33123608,2.37130753,2.07846099
ssp126,2241,400.38,2.3602911,2.36959853,2.07740016
ssp126,2242,400.305997,2.38608673,2.36788853,2.07633919
ssp126,2243,400.231997,2.38800367,2.36617947,2.07527809
ssp126,2244,400.158,2.38257613,2.36446738,2.07421693
ssp126,2245,400.084,2.36032513,2.36275258,2.07315559
ssp126,2246,400.009997,2.33748549,2.36103942,2.07209404
ssp126,2247,399.935997,2.32680658,2.35932222,2.07103243
ssp126,2248,399.861997,2.31087025,2.35760393,2.06997068
ssp126,2249,399.788,2.30042914,2.35588571,2.06890879
ssp126,2250,399.714002,2.29212616,2.35416409,2.06784681
ssp126,2251,399.639999,2.28889273,2.35178403,2.06678457
ssp126,2252,399.565997,2.29644836,2.34944951,2.0657222
ssp126,2253,399.492002,2.31492331,2.34720617,2.06465972
ssp126,2254,399.418002,2.33643075,2.34504312,2.06359699
ssp126,2255,399.344002,2.33818203,2.3429555,2.06253404
ssp126,2256,399.269005,2.34212988,2.34091988,2.06145656
ssp126,2257,399.194,2.33585356,2.33894277,2.06037878
ssp126,2258,399.118004,2.31839877,2.33700868,2.05928651
ssp126,2259,399.042,2.30556619,2.33512224,2.05819393
ssp126,2260,398.966001,2.28251463,2.33328012,2.05710124
ssp126,2261,398.889999,2.27041053,2.33148101,2.05600829
ssp126,2262,398.813001,2.26932969,2.32970643,2.05490074
ssp126,2263,398.737002,2.27169882,2.32797594,2.05380744
ssp126,2264,398.660001,2.29116052,2.32626307,2.05269947
ssp126,2265,398.583003,2.31929997,2.32458066,2.05159131
ssp126,2266,398.505997,2.34031871,2.32292298,2.05048284
ssp126,2267,398.428996,2.35999114,2.32128676,2.04937425
ssp126,2268,398.351997,2.33530465,2.31967111,2.0482655
ssp126,2269,398.274996,2.31597428,2.31807715,2.04715649
ssp126,2270,398.198003,2.29070358,2.31650173,2.04604735
ssp126,2271,398.122004,2.27488226,2.31495409,2.04495241
ssp126,2272,398.045001,2.25973335,2.31340843,2.04384274
ssp126,2273,397.968,2.25801925,2.3118785,2.04273288
ssp126,2274,397.891996,2.27274756,2.31037186,2.04163725
ssp126,2275,397.815997,2.29480025,2.30888133,2.04054143
ssp126,2276,397.739001,2.31037157,2.30738366,2.03943106
ssp126,2277,397.662997,2.30850073,2.30591158,2.03833479
ssp126,2278,397.587,2.30339381,2.30444798,2.03723844
ssp126,2279,397.512001,2.28913723,2.30300704,2.03615631
ssp126,2280,397.436,2.2646804,2.30156107,2.03505947
ssp126,2281,397.360997,2.25121676,2.30013609,2.03397689
ssp126,2282,397.284999,2.24514983,2.29870523,2.03287967
ssp126,2283,397.210002,2.24136781,2.29729159,2.03179679
ssp126,2284,397.135002,2.25148761,2.29588921,2.03071361
ssp126,2285,397.061,2.27845173,2.29450306,2.02964471
ssp126,2286,396.985997,2.30695614,2.29310905,2.02856113
ssp126,2287,396.912,2.31546522,2.2917342,2.02749191
ssp126,2288,396.838003,2.31321496,2.29036393,2.0264225
ssp126,2289,396.763997,2.27795627,2.28899925,2.02535276
ssp126,2290,396.69,2.26874302,2.28763831,2.02428296
ssp126,2291,396.616,2.24921399,2.28628012,2.02321293
ssp126,2292,396.543002,2.23252904,2.28494269,2.02215721
ssp126,2293,396.469004,2.22256879,2.28359366,2.02108682
ssp126,2294,396.395999,2.22786915,2.28226159,2.02003063
ssp126,2295,396.323001,2.25271413,2.28093515,2.01897433
ssp126,2296,396.251002,2.27470357,2.279622,2.01793239
ssp126,2297,396.177999,2.29841826,2.2783035,2.01687563
ssp126,2298,396.106003,2.29776096,2.2769982,2.01583334
ssp126,2299,396.033999,2.27737737,2.27569751,2.01479073
ssp126,2300,395.961998,2.27439921,2.27439921,2.01374798
ssp126,2301,395.889999,2.27310258,2.27310258,2.0127051
ssp126,2302,395.817998,2.2718074,2.2718074,2.01166201
ssp126,2303,395.746999,2.27053205,2.27053205,2.01063325
ssp126,2304,395.676002,2.2692582,2.2692582,2.00960436
ssp126,2305,395.603999,2.26797394,2.26797394,2.00856065
ssp126,2306,395.532995,2.26670288,2.26670288,2.00753132
ssp126,2307,395.462997,2.26545074,2.26545074,2.0065164
ssp126,2308,395.391998,2.26418824,2.26418824,2.00548673
ssp126,2309,395.322001,2.2629388,2.2629388,2.00447148
ssp126,2310,395.251002,2.26167896,2.26167896,2.00344148
ssp126,2311,395.180997,2.2604347,2.2604347,2.00242576
ssp126,2312,395.111,2.25919176,2.25919176,2.00140999
ssp126,2313,395.042002,2.25796257,2.25796257,2.00040855
ssp126,2314,394.972003,2.25671591,2.25671591,1.99939242
ssp126,2315,394.902,2.25547258,2.25547258,1.99837605
ssp126,2316,394.832998,2.25424797,2.25424797,1.99737401
ssp126,2317,394.763997,2.25302167,2.25302167,1.9963719
ssp126,2318,394.695,2.25179961,2.25179961,1.99536962
ssp126,2319,394.626002,2.25057885,2.25057885,1.99436718
ssp126,2320,394.556999,2.24935835,2.24935835,1.99336452
ssp126,2321,394.489004,2.24815664,2.24815664,1.99237631
ssp126,2322,394.419998,2.2469414,2.2469414,1.99137325
ssp126,2323,394.352,2.24574108,2.24574108,1.9903847
ssp126,2324,394.283999,2.24454191,2.24454191,1.98939595
ssp126,2325,394.216001,2.24334392,2.24334392,1.98840709
ssp126,2326,394.148003,2.24214992,2.24214992,1.98741803
ssp126,2327,394.080004,2.24095619,2.24095619,1.98642883
ssp126,2328,394.013,2.23977797,2.23977797,1.98545395
ssp126,2329,393.945,2.23858547,2.23858547,1.9844644
ssp126,2330,393.878001,2.23741149,2.23741149,1.98348926
ssp126,2331,393.809995,2.23622383,2.23622383,1.98249929
ssp126,2332,393.742999,2.23505191,2.23505191,1.98152389
ssp126,2333,393.675997,2.23388008,2.23388008,1.98054826
ssp126,2334,393.609998,2.23272588,2.23272588,1.97958705
ssp126,2335,393.543002,2.23155813,2.23155813,1.97861116
ssp126,2336,393.476006,2.23039124,2.23039124,1.97763512
ssp126,2337,393.409996,2.22923972,2.22923972,1.97667333
ssp126,2338,393.343,2.22807386,2.22807386,1.97569699
ssp126,2339,393.276998,2.22692551,2.22692551,1.97473498
ssp126,2340,393.211001,2.22577813,2.22577813,1.97377289
ssp126,2341,393.144997,2.22463147,2.22463147,1.97281055
ssp126,2342,393.078995,2.22348481,2.22348481,1.9718481
ssp126,2343,393.013003,2.22233844,2.22233844,1.97088565
ssp126,2344,392.946996,2.22119551,2.22119551,1.9699228
ssp126,2345,392.880999,2.22005359,2.22005359,1.96895995
ssp126,2346,392.815999,2.2189262,2.2189262,1.96801152
ssp126,2347,392.75,2.21778413,2.21778413,1.96704834
ssp126,2348,392.684998,2.21665737,2.21665737,1.96609958
ssp126,2349,392.619998,2.21553357,2.21553357,1.96515069
ssp126,2350,392.554001,2.21439592,2.21439592,1.96418708
ssp126,2351,392.488998,2.21327277,2.21327277,1.96323786
ssp126,2352,392.424004,2.21215042,2.21215042,1.96228861
ssp126,2353,392.359004,2.21102787,2.21102787,1.96133914
ssp126,2354,392.293999,2.20990815,2.20990815,1.96038942
ssp126,2355,392.228999,2.20878817,2.20878817,1.95943964
ssp126,2356,392.163999,2.20766903,2.20766903,1.95848971
ssp126,2357,392.099996,2.2065643,2.2065643,1.95755422
ssp126,2358,392.034996,2.20544563,2.20544563,1.95660401
ssp126,2359,391.969999,2.20432901,2.20432901,1.95565366
ssp126,2360,391.906003,2.20322473,2.20322473,1.95471787
ssp126,2361,391.841001,2.20210915,2.20210915,1.95376717
ssp126,2362,391.776998,2.20100729,2.20100729,1.95283095
ssp126,2363,391.712,2.19989316,2.19989316,1.95188004
ssp126,2364,391.648003,2.19879709,2.19879709,1.95094358
ssp126,2365,391.583997,2.19770033,2.19770033,1.95000691
ssp126,2366,391.519994,2.1966104,2.1966104,1.94907011
ssp126,2367,391.456001,2.19552273,2.19552273,1.94813331
ssp126,2368,391.392995,2.19445256,2.19445256,1.94721084
ssp126,2369,391.329,2.19336937,2.19336937,1.94627374
ssp126,2370,391.265999,2.19230665,2.19230665,1.94535104
ssp126,2371,391.202998,2.19124326,2.19124326,1.94442824
ssp126,2372,391.139999,2.19018416,2.19018416,1.9435053
ssp126,2373,391.078,2.18914184,2.18914184,1.94259689
ssp126,2374,391.015002,2.18808619,2.18808619,1.94167369
ssp126,2375,390.952998,2.1870465,2.1870465,1.94076495
ssp126,2376,390.891001,2.18601203,2.18601203,1.93985615
ssp126,2377,390.829002,2.1849751,2.1849751,1.93894722
ssp126,2378,390.767001,2.18394234,2.18394234,1.93803808
ssp126,2379,390.705999,2.18292556,2.18292556,1.93714349
ssp126,2380,390.643997,2.18189453,2.18189453,1.9362341
ssp126,2381,390.583,2.18087964,2.18087964,1.93533932
ssp126,2382,390.522003,2.17986522,2.17986522,1.93444442
ssp126,2383,390.461001,2.17885493,2.17885493,1.93354929
ssp126,2384,390.401001,2.17785771,2.17785771,1.93266878
ssp126,2385,390.340004,2.17684923,2.17684923,1.93177347
ssp126,2386,390.279996,2.17585563,2.17585563,1.93089257
ssp126,2387,390.219002,2.17484805,2.17484805,1.92999704
ssp126,2388,390.158999,2.17385633,2.17385633,1.92911597
ssp126,2389,390.098994,2.17286505,2.17286505,1.92823474
ssp126,2390,390.039996,2.17189182,2.17189182,1.92736815
ssp126,2391,389.980003,2.17090442,2.17090442,1.92648683
ssp126,2392,389.921,2.16992909,2.16992909,1.92561997
ssp126,2393,389.861,2.16894317,2.16894317,1.92473829
ssp126,2394,389.802002,2.16797159,2.16797159,1.92387123
ssp126,2395,389.742994,2.16700111,2.16700111,1.9230039
ssp126,2396,389.684003,2.16603417,2.16603417,1.92213667
ssp126,2397,389.625,2.1650646,2.1650646,1.92126918
ssp126,2398,389.566996,2.16411294,2.16411294,1.92041624
ssp126,2399,389.508003,2.1631442,2.1631442,1.91954867
ssp126,2400,389.449997,2.16219325,2.16219325,1.91869547
ssp126,2401,389.392001,2.16124284,2.16124284,1.91784229
ssp126,2402,389.334,2.16029276,2.16029276,1.91698894
ssp126,2403,389.275998,2.1593459,2.1593459,1.91613543
ssp126,2404,389.217997,2.15839655,2.15839655,1.91528184
ssp126,2405,389.161001,2.15746217,2.15746217,1.91444293
ssp126,2406,389.102999,2.15651721,2.15651721,1.91358908
ssp126,2407,389.046,2.15558653,2.15558653,1.91274988
ssp126,2408,388.988998,2.15465615,2.15465615,1.91191053
ssp126,2409,388.931997,2.15372604,2.15372604,1.91107107
ssp126,2410,388.875002,2.15279643,2.15279643,1.91023161
ssp126,2411,388.817998,2.15186698,2.15186698,1.90939189
ssp126,2412,388.762001,2.15095344,2.15095344,1.90856691
ssp126,2413,388.705002,2.15002761,2.15002761,1.907727
ssp126,2414,388.648994,2.14911377,2.14911377,1.90690166
ssp126,2415,388.593002,2.14820341,2.14820341,1.90607639
ssp126,2416,388.535996,2.14727839,2.14727839,1.90523605
ssp126,2417,388.480001,2.14636855,2.14636855,1.90441053
ssp126,2418,388.424998,2.14547358,2.14547358,1.90359954
ssp126,2419,388.369001,2.14456434,2.14456434,1.90277377
ssp126,2420,388.312996,2.14365521,2.14365521,1.90194778
ssp126,2421,388.257996,2.14276122,2.14276122,1.90113651
ssp126,2422,388.202001,2.14185579,2.14185579,1.90031043
ssp126,2423,388.147001,2.14096526,2.14096526,1.89949891
ssp126,2424,388.091998,2.14007199,2.14007199,1.8986873
ssp126,2425,388.037,2.13918198,2.13918198,1.89787561
ssp126,2426,387.982,2.13829146,2.13829146,1.89706379
ssp126,2427,387.927999,2.13741677,2.13741677,1.89626663
ssp126,2428,387.873004,2.13652768,2.13652768,1.89545468
ssp126,2429,387.819003,2.13565349,2.13565349,1.89465731
ssp126,2430,387.764,2.13476685,2.13476685,1.893845
ssp126,2431,387.709996,2.13389305,2.13389305,1.8930474
ssp126,2432,387.655998,2.13302258,2.13302258,1.89224974
ssp126,2433,387.601997,2.13214855,2.13214855,1.89145197
ssp126,2434,387.548002,2.13127859,2.13127859,1.89065415
ssp126,2435,387.494003,2.13040881,2.13040881,1.88985618
ssp126,2436,387.440999,2.12955315,2.12955315,1.88907283
ssp126,2437,387.387001,2.12868375,2.12868375,1.88827466
ssp126,2438,387.334002,2.12782861,2.12782861,1.88749119
ssp126,2439,387.279999,2.12695968,2.12695968,1.88669275
ssp126,2440,387.227,2.12610788,2.12610788,1.88590905
ssp126,2441,387.173996,2.12525418,2.12525418,1.8851252
ssp126,2442,387.121,2.12440287,2.12440287,1.88434134
ssp126,2443,387.067998,2.12354966,2.12354966,1.88355734
ssp126,2444,387.015999,2.12271343,2.12271343,1.88278804
ssp126,2445,386.963005,2.12186276,2.12186276,1.88200393
ssp126,2446,386.910998,2.12102775,2.12102775,1.88123433
ssp126,2447,386.858002,2.12017746,2.12017746,1.88044999
ssp126,2448,386.806005,2.11934223,2.11934223,1.87968035
ssp126,2449,386.754,2.11850701,2.11850701,1.87891051
ssp126,2450,386.702001,2.11767279,2.11767279,1.87814065
ssp126,2451,386.649996,2.11683798,2.11683798,1.87737062
ssp126,2452,386.598005,2.11600649,2.11600649,1.87660066
ssp126,2453,386.546,2.11517205,2.11517205,1.87583044
ssp126,2454,386.494998,2.11435549,2.11435549,1.87507495
ssp126,2455,386.443006,2.11352458,2.11352458,1.8743047
ssp126,2456,386.391996,2.11270536,2.11270536,1.87354895
ssp126,2457,386.340007,2.11187473,2.11187473,1.87277856
ssp126,2458,386.289001,2.11105971,2.11105971,1.87202267
ssp126,2459,386.238004,2.11024421,2.11024421,1.8712668
ssp126,2460,386.186997,2.10942784,2.10942784,1.87051069
ssp126,2461,386.136002,2.10861556,2.10861556,1.86975465
ssp126,2462,386.086001,2.10781533,2.10781533,1.8690133
ssp126,2463,386.034999,2.10700025,2.10700025,1.868257
ssp126,2464,385.983996,2.10618839,2.10618839,1.86750057
ssp126,2465,385.934001,2.10538873,2.10538873,1.86675904
ssp126,2466,385.884,2.10459199,2.10459199,1.8660173
ssp126,2467,385.833,2.10377772,2.10377772,1.86526069
ssp126,2468,385.783,2.10298129,2.10298129,1.86451878
ssp126,2469,385.732999,2.10218424,2.10218424,1.86377679
ssp126,2470,385.682999,2.10138806,2.10138806,1.86303471
ssp126,2471,385.632998,2.10059209,2.10059209,1.86229254
ssp126,2472,385.583997,2.09981112,2.09981112,1.86156513
ssp126,2473,385.533999,2.09901468,2.09901468,1.86082283
ssp126,2474,385.484001,2.09821914,2.09821914,1.86008045
ssp126,2475,385.435,2.09743863,2.09743863,1.85935279
ssp126,2476,385.386002,2.09666028,2.09666028,1.85862504
ssp126,2477,385.336001,2.09586511,2.09586511,1.85788237
ssp126,2478,385.286997,2.09508783,2.09508783,1.85715438
ssp126,2479,385.238001,2.09430709,2.09430709,1.85642646
ssp126,2480,385.189,2.09353016,2.09353016,1.85569835
ssp126,2481,385.140004,2.09274966,2.09274966,1.85497026
ssp126,2482,385.092,2.09198775,2.09198775,1.85425681
ssp126,2483,385.043002,2.09121025,2.09121025,1.85352848
ssp126,2484,384.995,2.09044863,2.09044863,1.8528149
ssp126,2485,384.945999,2.08967148,2.08967148,1.85208638
ssp126,2486,384.897997,2.08891008,2.08891008,1.85137263
ssp126,2487,384.849002,2.08813325,2.08813325,1.85064402
ssp126,2488,384.801,2.08737127,2.08737127,1.84993012
ssp126,2489,384.753001,2.0866102,2.0866102,1.84921617
ssp126,2490,384.705002,2.08585142,2.08585142,1.84850211
ssp126,2491,384.657005,2.08509068,2.08509068,1.84778804
ssp126,2492,384.610001,2.084344,2.084344,1.84708866
ssp126,2493,384.561997,2.08358546,2.08358546,1.84637429
ssp126,2494,384.514,2.08282424,2.08282424,1.84565998
ssp126,2495,384.466998,2.08208164,2.08208164,1.84496037
ssp126,2496,384.418999,2.08132341,2.08132341,1.84424583
ssp126,2497,384.371999,2.08057733,2.08057733,1.84354613
ssp126,2498,384.324999,2.07983426,2.07983426,1.84284632
ssp126,2499,384.278,2.07909216,2.07909216,1.84214644
ssp126,2500,384.254,2.07871432,2.07871432,1.84178901
ssp245,1750,277.147003,0.259367068,0,0
ssp245,1751,277.188001,0.242788114,0.001756263,0.000823549
ssp245,1752,277.229001,0.214655617,0.00369797,0.001647036
ssp245,1753,277.263,0.179488272,0.004707139,0.002329817
ssp245,1754,277.304003,0.145353885,0.004987226,0.003153146
ssp245,1755,277.351003,0.098651144,0.00703343,0.004096748
ssp245,1756,277.389,-0.133032153,0.008562432,0.004859497
ssp245,1757,277.441999,0.016012389,0.008843661,0.005923233
ssp245,1758,277.489001,0.147192448,0.010441407,0.006866449
ssp245,1759,277.539998,0.226591085,0.011487358,0.007889672
ssp245,1760,277.605003,0.261231482,0.011816783,0.009193695
ssp245,1761,277.663999,0.259795206,0.013356894,0.01037692
ssp245,1762,277.732002,-0.664034413,0.015655135,0.011740518
ssp245,1763,277.795998,-0.415601766,0.017507469,0.013023458
ssp245,1764,277.859004,-0.048122205,0.020829214,0.0142863
ssp245,1765,277.913,0.070897668,0.021064017,0.015368335
ssp245,1766,277.958,-0.229307493,0.02304658,0.016269969
ssp245,1767,278.016998,-0.265746612,0.024977115,0.017451845
ssp245,1768,278.077995,0.049881921,0.024859738,0.018673525
ssp245,1769,278.135005,0.221123065,0.026963906,0.019815112
ssp245,1770,278.193998,0.158125581,0.0284695,0.02099619
ssp245,1771,278.270002,0.20679169,0.032155605,0.022517504
ssp245,1772,278.334,0.248712785,0.034802076,0.023798201
ssp245,1773,278.411995,0.237596245,0.036707251,0.025358641
ssp245,1774,278.491,0.204710986,0.036778843,0.026938866
ssp245,1775,278.586004,0.174756172,0.039927799,0.028838548
ssp245,1776,278.682999,0.157259871,0.042705085,0.030777429
ssp245,1777,278.773997,0.163114045,0.044456845,0.032595871
ssp245,1778,278.866,0.209072943,0.045683078,0.034433829
ssp245,1779,278.959002,0.283348935,0.048521798,0.036291184
ssp245,1780,279.054003,0.327445436,0.049830276,0.038187868
ssp245,1781,279.144999,0.329656163,0.05219324,0.040004025
ssp245,1782,279.243001,0.308001709,0.054827636,0.041959409
ssp245,1783,279.339999,-1.51950425,0.057058888,0.043894127
ssp245,1784,279.434001,-3.44041412,0.060112981,0.045768496
ssp245,1785,279.532003,-1.31130381,0.061087427,0.047722011
ssp245,1786,279.629,-0.492673872,0.063551614,0.049654877
ssp245,1787,279.729001,-0.086369104,0.065039304,0.051646949
ssp245,1788,279.830999,0.167807172,0.065935378,0.053678115
ssp245,1789,279.932999,0.315426492,0.068959659,0.055708645
ssp245,1790,280.037003,0.366678876,0.071274577,0.057778368
ssp245,1791,280.140999,0.36298785,0.074371629,0.059847231
ssp245,1792,280.240997,0.349870689,0.076971788,0.061835891
ssp245,1793,280.331998,0.321899915,0.078955507,0.063645066
ssp245,1794,280.415001,0.286532022,0.079176076,0.065294756
ssp245,1795,280.491997,0.251409469,0.081854205,0.066824664
ssp245,1796,280.554995,0.090001781,0.083891729,0.068076159
ssp245,1797,280.623001,-0.033018026,0.084844618,0.069426834
ssp245,1798,280.682004,0.056002925,0.085756307,0.070598468
ssp245,1799,280.752998,0.143443087,0.087860297,0.072007897
ssp245,1800,280.833997,0.192958705,0.08912129,0.073615555
ssp245,1801,280.918999,0.23566036,0.091752613,0.075302189
ssp245,1802,280.993996,0.268337863,0.092857357,0.076789911
ssp245,1803,281.072995,0.289747046,0.095953737,0.078356655
ssp245,1804,281.156998,0.29484214,0.098384119,0.080022161
ssp245,1805,281.233996,0.287677634,0.099638725,0.081548406
ssp245,1806,281.322001,0.275813458,0.102208227,0.083292345
ssp245,1807,281.409002,0.257594437,0.104021288,0.085015884
ssp245,1808,281.496,0.237395252,0.105470788,0.086738879
ssp245,1809,281.565997,-3.33083486,0.108205003,0.088124842
ssp245,1810,281.648003,-2.29017827,0.110419986,0.089748159
ssp245,1811,281.717997,-0.69056559,0.113200038,0.09113338
ssp245,1812,281.789998,-0.088925059,0.115828947,0.092557987
ssp245,1813,281.858002,0.130637583,0.117734597,0.093903202
ssp245,1814,281.931005,0.219753506,0.117983723,0.095346984
ssp245,1815,281.991997,-3.25206267,0.120379554,0.096552995
ssp245,1816,282.059001,-4.22601614,0.12182814,0.097877575
ssp245,1817,282.127001,-1.41327998,0.123522992,0.099221563
ssp245,1818,282.199999,-0.295530995,0.124545621,0.100663981
ssp245,1819,282.272006,0.079272084,0.127157035,0.102086437
ssp245,1820,282.346001,0.192818414,0.128131348,0.103547876
ssp245,1821,282.415004,0.118515613,0.130088114,0.104910394
ssp245,1822,282.477,0.113929858,0.131864655,0.106134314
ssp245,1823,282.540001,-0.222103917,0.133733595,0.107377814
ssp245,1824,282.617996,0.031987002,0.135795743,0.108916918
ssp245,1825,282.676,0.202594997,0.136239768,0.110061326
ssp245,1826,282.692998,0.286902678,0.137353301,0.110396748
ssp245,1827,282.692996,0.327418825,0.136615832,0.110396809
ssp245,1828,282.708003,0.339526382,0.135645978,0.11069289
ssp245,1829,282.760996,0.334322889,0.137571318,0.111738122
ssp245,1830,282.824999,0.313130025,0.135473642,0.113000237
ssp245,1831,282.890996,-2.14049609,0.138579172,0.114301406
ssp245,1832,282.921997,-1.41891638,0.139303432,0.114912636
ssp245,1833,282.965998,-0.355091548,0.139413985,0.115780007
ssp245,1834,283.028,0.046924787,0.138740062,0.11700213
ssp245,1835,283.085999,-1.56239446,0.140092107,0.118145105
ssp245,1836,283.149,-0.909410803,0.138421501,0.119386371
ssp245,1837,283.198001,-0.061583694,0.138651201,0.120351596
ssp245,1838,283.253003,0.246881653,0.137877164,0.121434662
ssp245,1839,283.311,0.334963088,0.138487697,0.122576461
ssp245,1840,283.382001,0.346484826,0.138408082,0.123974135
ssp245,1841,283.466998,0.325506113,0.138786495,0.125646976
ssp245,1842,283.528,0.294683261,0.138973992,0.126847365
ssp245,1843,283.566002,0.267168924,0.140496831,0.127594813
ssp245,1844,283.608999,0.249488034,0.140915996,0.128440355
ssp245,1845,283.724996,0.248448246,0.14097865,0.130721184
ssp245,1846,283.847,0.082645907,0.14495819,0.133118939
ssp245,1847,283.936,0.150871692,0.144517965,0.134867398
ssp245,1848,284.067998,0.244821927,0.145428455,0.137459806
ssp245,1849,284.206998,0.288961076,0.14729175,0.140188526
ssp245,1850,284.316999,0.310824461,0.146519275,0.142347045
ssp245,1851,284.451004,0.312119404,0.149707599,0.144975578
ssp245,1852,284.598002,0.309022319,0.152194204,0.147857663
ssp245,1853,284.730998,0.136887502,0.153837252,0.150463935
ssp245,1854,284.845998,0.089025719,0.149828656,0.152716599
ssp245,1855,284.940999,0.210728567,0.153003818,0.154576796
ssp245,1856,285.048993,0.218082292,0.153437416,0.156690742
ssp245,1857,285.204,0.059697689,0.156156732,0.159723814
ssp245,1858,285.369001,0.210699547,0.159183199,0.162950841
ssp245,1859,285.544996,0.294072222,0.161081334,0.166390803
ssp245,1860,285.738993,0.328347827,0.161513798,0.170180332
ssp245,1861,285.933001,0.268895709,0.16471651,0.173967585
ssp245,1862,286.100001,-0.478745502,0.169373414,0.177225628
ssp245,1863,286.271001,-0.118091175,0.171992689,0.180559966
ssp245,1864,286.442001,0.173190366,0.173752939,0.183892469
ssp245,1865,286.613996,0.273453037,0.174765202,0.187242443
ssp245,1866,286.780998,0.306345499,0.179062167,0.190493343
ssp245,1867,286.955002,0.312878451,0.179720182,0.193878689
ssp245,1868,287.105001,0.328616942,0.182197615,0.196795336
ssp245,1869,287.224999,0.348082439,0.182552342,0.199127489
ssp245,1870,287.354998,0.351102048,0.183645024,0.201653103
ssp245,1871,287.494001,0.361846042,0.183325057,0.204352384
ssp245,1872,287.663996,0.351283457,0.179857167,0.207652059
ssp245,1873,287.860001,0.134261403,0.177156221,0.211454436
ssp245,1874,288.061,0.25101457,0.185081207,0.215351248
ssp245,1875,288.291003,0.253199158,0.185255714,0.219807362
ssp245,1876,288.519997,0.258610477,0.18669111,0.224240713
ssp245,1877,288.752001,0.294559915,0.187711597,0.228729132
ssp245,1878,288.993001,0.30749664,0.191507838,0.233388011
ssp245,1879,289.221001,0.309906527,0.18848352,0.237792253
ssp245,1880,289.469999,0.27958636,0.180519904,0.242598499
ssp245,1881,289.736997,0.29525976,0.181177488,0.247748095
ssp245,1882,290.019002,0.329459931,0.180118131,0.25318238
ssp245,1883,290.263,-0.188130277,0.17752229,0.257880277
ssp245,1884,290.511999,-1.65271067,0.180211637,0.262670687
ssp245,1885,290.796997,-0.489360153,0.184997347,0.268149143
ssp245,1886,291.099996,0.057618408,0.191628993,0.273968261
ssp245,1887,291.413999,0.108548126,0.192457584,0.279992719
ssp245,1888,291.763,0.256148249,0.183993479,0.286681833
ssp245,1889,292.113001,0.314911152,0.193364428,0.29338254
ssp245,1890,292.457998,0.195445583,0.185952851,0.299980336
ssp245,1891,292.815999,0.048696662,0.18640592,0.306819333
ssp245,1892,293.167,0.254992669,0.191836929,0.313516961
